total_students,avg_marks,max_marks,max_marks_roll,min_marks,min_marks_roll,avg_percentage,avg_cgpa,pass_count,fail_count
76,983.66,1265,2K23/DS/073,554,2K23/DS/103,57.86,1.95,19,57
